Hakem ID,İsim,Uzmanlık Alanları,Geçmiş Proje Başlıkları,cleaned_expertise,cleaned_past_projects,bert_input
140,Prof. Dr. Burak Çelik,"Radyasyon Onkolojisi, Kanser Tedavisinde Işın Terapisi, Proton Terapisi","Radyoterapi Alanında Doz Hesaplamaları ve Yeni Teknikler, Proton Terapisinin Karşılaştırmalı Etkinlikleri, İleri Görüntüleme ile Tedavi Planlama",radyasyon onkolojisi kanser tedavisinde işın terapisi proton terapisi,radyoterapi alanında doz hesaplamaları yeni teknikler proton terapisinin karşılaştırmalı etkinlikleri i leri görüntüleme tedavi planlama,radyasyon onkolojisi kanser tedavisinde işın terapisi proton terapisi radyoterapi alanında doz hesaplamaları yeni teknikler proton terapisinin karşılaştırmalı etkinlikleri i leri görüntüleme tedavi planlama
141,Doç. Dr. Deniz Korkut,"Anesteziyoloji, Yoğun Bakım, Ağrı Yönetimi","Kronik Ağrı Tedavisinde Nöromodülasyon Teknikleri, Yoğun Bakım Hastalarında Sedasyon Protokolleri, Anestezik İlaçların Biyolojik Etkileşimleri",anesteziyoloji yoğun bakım ağrı yönetimi,kronik ağrı tedavisinde nöromodülasyon teknikleri yoğun bakım hastalarında sedasyon protokolleri anestezik i laçların biyolojik etkileşimleri,anesteziyoloji yoğun bakım ağrı yönetimi kronik ağrı tedavisinde nöromodülasyon teknikleri yoğun bakım hastalarında sedasyon protokolleri anestezik i laçların biyolojik etkileşimleri
142,Dr. Selda Başar,"Dermatoloji, Alerjik Cilt Hastalıkları, Fototerapi","Atopik Dermatit ve Psöriazis Tedavi Yöntemleri, Fototerapide Yeni Teknolojiler, Cilt Hastalıklarında Genetik Yatkınlık Araştırmaları",dermatoloji alerjik cilt hastalıkları fototerapi,atopik dermatit psöriazis tedavi yöntemleri fototerapide yeni teknolojiler cilt hastalıklarında genetik yatkınlık araştırmaları,dermatoloji alerjik cilt hastalıkları fototerapi atopik dermatit psöriazis tedavi yöntemleri fototerapide yeni teknolojiler cilt hastalıklarında genetik yatkınlık araştırmaları
143,Prof. Dr. Kemal Kaya,"Pediatrik Kardiyoloji, Doğuştan Kalp Hastalıkları, Fetal Kardiyoloji","Çocuklarda Konjenital Kalp Defektlerinin Yönetimi, Fetal Ekokardiyografi ile Erken Tanı, Çocuklarda Kalp Kateterizasyon Teknikleri",pediatrik kardiyoloji doğuştan kalp hastalıkları fetal kardiyoloji,çocuklarda konjenital kalp defektlerinin yönetimi fetal ekokardiyografi erken tanı çocuklarda kalp kateterizasyon teknikleri,pediatrik kardiyoloji doğuştan kalp hastalıkları fetal kardiyoloji çocuklarda konjenital kalp defektlerinin yönetimi fetal ekokardiyografi erken tanı çocuklarda kalp kateterizasyon teknikleri
144,Doç. Dr. Ayşe Er,"Enfeksiyon Hastalıkları, Tropikal Hastalıklar, Antibiyotik Direnci","Malarya Tedavi Protokollerinde İnovasyon, Antibiyotik Direncinin Yayılma Mekanizmaları, Tropikal Bölgelerde Aşı Geliştirme Çalışmaları",enfeksiyon hastalıkları tropikal hastalıklar antibiyotik direnci,malarya tedavi protokollerinde i novasyon antibiyotik direncinin yayılma mekanizmaları tropikal bölgelerde aşı geliştirme çalışmaları,enfeksiyon hastalıkları tropikal hastalıklar antibiyotik direnci malarya tedavi protokollerinde i novasyon antibiyotik direncinin yayılma mekanizmaları tropikal bölgelerde aşı geliştirme çalışmaları
145,Dr. Emre Öztürk,"Göz Hastalıkları, Glokom, Kornea Nakli","Glokom Tedavisinde Lazer Teknolojilerinin Kullanımı, Kornea Naklinde Yenilikçi Teknikler, Göz İçindeki Kan Dolaşımının Görüntülenmesi",göz hastalıkları glokom kornea nakli,glokom tedavisinde lazer teknolojilerinin kullanımı kornea naklinde yenilikçi teknikler göz i çindeki kan dolaşımının görüntülenmesi,göz hastalıkları glokom kornea nakli glokom tedavisinde lazer teknolojilerinin kullanımı kornea naklinde yenilikçi teknikler göz i çindeki kan dolaşımının görüntülenmesi
146,Prof. Dr. İbrahim Aslan,"Moleküler Biyoloji, Genetik, Genetik Mühendisliği","CRISPR-Cas9 Teknolojisi ile Gen Düzenleme, Genetik Hastalıkların Tedavi Yöntemleri, Moleküler Tanı Yöntemlerinde Yenilikler",moleküler biyoloji genetik genetik mühendisliği,crispr cas teknolojisi gen düzenleme genetik hastalıkların tedavi yöntemleri moleküler tanı yöntemlerinde yenilikler,moleküler biyoloji genetik genetik mühendisliği crispr cas teknolojisi gen düzenleme genetik hastalıkların tedavi yöntemleri moleküler tanı yöntemlerinde yenilikler
147,Doç. Dr. Zeynep Yıldız,"Biyokimya, Metabolizma, Enzimoloji","Enzim Aktivitesinin İncelenmesi, Metabolik Hastalıkların Genetik Temelleri, Biyokatalizörlerin Endüstriyel Kullanımı",biyokimya metabolizma enzimoloji,enzim aktivitesinin i ncelenmesi metabolik hastalıkların genetik temelleri biyokatalizörlerin endüstriyel kullanımı,biyokimya metabolizma enzimoloji enzim aktivitesinin i ncelenmesi metabolik hastalıkların genetik temelleri biyokatalizörlerin endüstriyel kullanımı
148,Dr. Burcu Aydın,"Ekoklimatoloji, Ekosistem Dinamiği, İklim Değişikliği","İklim Değişikliğinin Ekosistem Üzerindeki Etkileri, Karasal Ekosistemlerde Karbon Depolama, Biyolojik Çeşitliliğin Korunması",ekoklimatoloji ekosistem dinamiği i klim değişikliği,i klim değişikliğinin ekosistem üzerindeki etkileri karasal ekosistemlerde karbon depolama biyolojik çeşitliliğin korunması,ekoklimatoloji ekosistem dinamiği i klim değişikliği i klim değişikliğinin ekosistem üzerindeki etkileri karasal ekosistemlerde karbon depolama biyolojik çeşitliliğin korunması
149,Prof. Dr. Hakan Durmaz,"Mikrobiyoloji, Bakteriyoloji, Antimikrobiyal Direnç","Bakteriyel Hücre Duvarı Yapısı ve Fonksiyonu, Antibiyotik Direncinin Mekanizmaları, Mikrobiyomun İnsan Sağlığına Etkileri",mikrobiyoloji bakteriyoloji antimikrobiyal direnç,bakteriyel hücre duvarı yapısı fonksiyonu antibiyotik direncinin mekanizmaları mikrobiyomun i nsan sağlığına etkileri,mikrobiyoloji bakteriyoloji antimikrobiyal direnç bakteriyel hücre duvarı yapısı fonksiyonu antibiyotik direncinin mekanizmaları mikrobiyomun i nsan sağlığına etkileri
150,Doç. Dr. Meltem Kuzu,"Fizyoloji, Hücre Fizyolojisi, Sinir Sistemi","Sinir Hücresi İletimi, Beyin Fonksiyonlarının Hücresel Düzeyde İncelenmesi, Nörotransmitterlerin Rolü ve Sinaptik İletişim",fizyoloji hücre fizyolojisi sinir sistemi,sinir hücresi i letimi beyin fonksiyonlarının hücresel düzeyde i ncelenmesi nörotransmitterlerin rolü sinaptik i letişim,fizyoloji hücre fizyolojisi sinir sistemi sinir hücresi i letimi beyin fonksiyonlarının hücresel düzeyde i ncelenmesi nörotransmitterlerin rolü sinaptik i letişim
151,Dr. Cengiz Karaca,"Evrimsel Biyoloji, Popülasyon Genetiği, Genetik Çeşitlilik","Biyolojik Evrim Süreçleri ve Genetik Değişim, Popülasyonlarda Genetik Akış ve Seleksiyon, Genetik Çeşitliliğin Korunması",evrimsel biyoloji popülasyon genetiği genetik çeşitlilik,biyolojik evrim süreçleri genetik değişim popülasyonlarda genetik akış seleksiyon genetik çeşitliliğin korunması,evrimsel biyoloji popülasyon genetiği genetik çeşitlilik biyolojik evrim süreçleri genetik değişim popülasyonlarda genetik akış seleksiyon genetik çeşitliliğin korunması
152,Prof. Dr. Sedef Ekinci,"Mikrobiyoloji, Virüsoloji, Enfeksiyon Hastalıkları","Yeni Virüs Türlerinin Tanımlanması, Aşı Geliştirme Süreçleri, HIV ve Hepatit Virüslerinin Biyolojik Etkileşimleri",mikrobiyoloji virüsoloji enfeksiyon hastalıkları,yeni virüs türlerinin tanımlanması aşı geliştirme süreçleri hiv hepatit virüslerinin biyolojik etkileşimleri,mikrobiyoloji virüsoloji enfeksiyon hastalıkları yeni virüs türlerinin tanımlanması aşı geliştirme süreçleri hiv hepatit virüslerinin biyolojik etkileşimleri
153,Doç. Dr. Tufan Yılmaz,"Botanik, Bitki Biyolojisi, Fotosentez Mekanizmaları","Fotosentez Süreçlerinde Yeni Yaklaşımlar, Bitki Genetik Modifikasyonları, Tarımda Verimlilik Artırma Yöntemleri",botanik bitki biyolojisi fotosentez mekanizmaları,fotosentez süreçlerinde yeni yaklaşımlar bitki genetik modifikasyonları tarımda verimlilik artırma yöntemleri,botanik bitki biyolojisi fotosentez mekanizmaları fotosentez süreçlerinde yeni yaklaşımlar bitki genetik modifikasyonları tarımda verimlilik artırma yöntemleri
154,Dr. Hülya Ertem,"Biyoteknoloji, Gıda Biyoteknolojisi, Mikroorganizmaların Kullanımı","Fermentasyon Teknolojilerinin Geliştirilmesi, Gıda Endüstrisinde Mikroorganizmaların Rolü, Yeni Gıda Koruyucuları ve Takviyeleri",biyoteknoloji gıda biyoteknolojisi mikroorganizmaların kullanımı,fermentasyon teknolojilerinin geliştirilmesi gıda endüstrisinde mikroorganizmaların rolü yeni gıda koruyucuları takviyeleri,biyoteknoloji gıda biyoteknolojisi mikroorganizmaların kullanımı fermentasyon teknolojilerinin geliştirilmesi gıda endüstrisinde mikroorganizmaların rolü yeni gıda koruyucuları takviyeleri
155,Prof. Dr. Emine Kılıç,"Zooloji, Ekolojik Davranış, Hayvan Biyolojisi","Hayvan Davranışlarının Evrimsel Temelleri, Doğal Seçilim ve Davranışsal Adaptasyonlar, Biyoçeşitliliğin Korunması",zooloji ekolojik davranış hayvan biyolojisi,hayvan davranışlarının evrimsel temelleri doğal seçilim davranışsal adaptasyonlar biyoçeşitliliğin korunması,zooloji ekolojik davranış hayvan biyolojisi hayvan davranışlarının evrimsel temelleri doğal seçilim davranışsal adaptasyonlar biyoçeşitliliğin korunması
156,Doç. Dr. Ahmet Büyükkılıç,"Genetik, İnsan Genetiği, Nörogelişimsel Bozukluklar","Otozomal Dominant Genetik Hastalıklar, Genetik Testlerin Uygulama Alanları, Nörogelişimsel Hastalıkların Genetik Temelleri",genetik i nsan genetiği nörogelişimsel bozukluklar,otozomal dominant genetik hastalıklar genetik testlerin uygulama alanları nörogelişimsel hastalıkların genetik temelleri,genetik i nsan genetiği nörogelişimsel bozukluklar otozomal dominant genetik hastalıklar genetik testlerin uygulama alanları nörogelişimsel hastalıkların genetik temelleri
157,Dr. Funda Yüksel,"Fiziksel Biyoloji, Hücre Mekaniği, Nanobiyoteknoloji","Hücre Yapısının Mekanik Özellikleri, Nanomalzeme Kullanımı ile Hücresel Modifikasyon, Hücrelerin İleri Seviye Görüntülenmesi",fiziksel biyoloji hücre mekaniği nanobiyoteknoloji,hücre yapısının mekanik özellikleri nanomalzeme kullanımı hücresel modifikasyon hücrelerin i leri seviye görüntülenmesi,fiziksel biyoloji hücre mekaniği nanobiyoteknoloji hücre yapısının mekanik özellikleri nanomalzeme kullanımı hücresel modifikasyon hücrelerin i leri seviye görüntülenmesi
158,Prof. Dr. Burhan Karahan,"Moleküler Genetik, Hücresel Signaling, Kanser Araştırmaları","Onkogenler ve Tümör Baskılayıcı Genler, Kanser Hücrelerinin Moleküler Hedeflenmesi, Hücresel Sinyal Yolakları ve Kanser Terapileri",moleküler genetik hücresel signaling kanser araştırmaları,onkogenler tümör baskılayıcı genler kanser hücrelerinin moleküler hedeflenmesi hücresel sinyal yolakları kanser terapileri,moleküler genetik hücresel signaling kanser araştırmaları onkogenler tümör baskılayıcı genler kanser hücrelerinin moleküler hedeflenmesi hücresel sinyal yolakları kanser terapileri
159,Doç. Dr. Hüsamettin Yılmaz,"Fizyoloji, Endokrinoloji, Hormon Salınımı","Hormonal Düzenlemenin Fiziksel Sağlık Üzerindeki Etkileri, Endokrin Hastalıkların Yönetimi, Glukoz Metabolizması ve İnsülin Direnci",fizyoloji endokrinoloji hormon salınımı,hormonal düzenlemenin fiziksel sağlık üzerindeki etkileri endokrin hastalıkların yönetimi glukoz metabolizması i nsülin direnci,fizyoloji endokrinoloji hormon salınımı hormonal düzenlemenin fiziksel sağlık üzerindeki etkileri endokrin hastalıkların yönetimi glukoz metabolizması i nsülin direnci
160,Dr. Aysun Çelebi,"Zooloji, Evrimsel Ekoloji, Hayvan Genetiği","Evrimsel Ekoloji ve Hayvan Popülasyonlarının Evrimsel Dinamikleri, Hayvan Genetik Yalıtımı ve Uyumu, Koruma Biyolojisi",zooloji evrimsel ekoloji hayvan genetiği,evrimsel ekoloji hayvan popülasyonlarının evrimsel dinamikleri hayvan genetik yalıtımı uyumu koruma biyolojisi,zooloji evrimsel ekoloji hayvan genetiği evrimsel ekoloji hayvan popülasyonlarının evrimsel dinamikleri hayvan genetik yalıtımı uyumu koruma biyolojisi
161,Prof. Dr. Zeynep Yalçın,"Gelişim Biyolojisi, Stem Hücreler, Rejeneratif Tıp","Gelişimsel Süreçlerin Hücresel Temelleri, Stem Hücre Tedavilerinin Potansiyeli, Rejeneratif Tıbbın Uygulama Alanları",gelişim biyolojisi stem hücreler rejeneratif tıp,gelişimsel süreçlerin hücresel temelleri stem hücre tedavilerinin potansiyeli rejeneratif tıbbın uygulama alanları,gelişim biyolojisi stem hücreler rejeneratif tıp gelişimsel süreçlerin hücresel temelleri stem hücre tedavilerinin potansiyeli rejeneratif tıbbın uygulama alanları
162,Doç. Dr. Ahmet Tekin,"Fiziksel Biyoloji, Protein Yapı ve Fonksiyonu, Biyomoleküler Simülasyonlar","Protein Yapısının Çözülmesi ve Fonksiyonel Analizler, Biyomoleküler Etkileşimler, Kompüter Simülasyonları ile Moleküler Modellemesi",fiziksel biyoloji protein yapı fonksiyonu biyomoleküler simülasyonlar,protein yapısının çözülmesi fonksiyonel analizler biyomoleküler etkileşimler kompüter simülasyonları moleküler modellemesi,fiziksel biyoloji protein yapı fonksiyonu biyomoleküler simülasyonlar protein yapısının çözülmesi fonksiyonel analizler biyomoleküler etkileşimler kompüter simülasyonları moleküler modellemesi
163,Dr. Elif Aksoy,"Biyoteknoloji, Gelişmiş Tarım Teknolojileri, Genetik Mühendislik","Genetik Modifikasyon Tekniklerinin Tarımda Kullanımı, Transgenik Bitkiler ve Hayvanlar, Biyoteknolojik Ürünlerin Tarıma Entegrasyonu",biyoteknoloji gelişmiş tarım teknolojileri genetik mühendislik,genetik modifikasyon tekniklerinin tarımda kullanımı transgenik bitkiler hayvanlar biyoteknolojik ürünlerin tarıma entegrasyonu,biyoteknoloji gelişmiş tarım teknolojileri genetik mühendislik genetik modifikasyon tekniklerinin tarımda kullanımı transgenik bitkiler hayvanlar biyoteknolojik ürünlerin tarıma entegrasyonu
164,Prof. Dr. Hümeyra Alkan,"Genetik, Mikrobiyoloji, Epidemiyoloji","Bakteriyel Patogenez ve Genetik Yöntemlerle Tanı, Epidemiyolojik Çalışmalarla Salgınların İzlenmesi, Mikrobiyomun İnsan Sağlığı Üzerindeki Etkileri",genetik mikrobiyoloji epidemiyoloji,bakteriyel patogenez genetik yöntemlerle tanı epidemiyolojik çalışmalarla salgınların i zlenmesi mikrobiyomun i nsan sağlığı üzerindeki etkileri,genetik mikrobiyoloji epidemiyoloji bakteriyel patogenez genetik yöntemlerle tanı epidemiyolojik çalışmalarla salgınların i zlenmesi mikrobiyomun i nsan sağlığı üzerindeki etkileri
165,Doç. Dr. Cengiz Demirtaş,"Hücresel Biyoloji, Mikrotübüller, Hücre Siklusu","Hücresel Yapıların İleri Seviye Görüntülenmesi, Hücre Bölünmesi ve Kanser, Hücresel Yapının Dinamik Modifikasyonları",hücresel biyoloji mikrotübüller hücre siklusu,hücresel yapıların i leri seviye görüntülenmesi hücre bölünmesi kanser hücresel yapının dinamik modifikasyonları,hücresel biyoloji mikrotübüller hücre siklusu hücresel yapıların i leri seviye görüntülenmesi hücre bölünmesi kanser hücresel yapının dinamik modifikasyonları
167,Prof. Dr. Yasemin Uçar,"Kardiyovasküler Genetik, Genomik Tıp, Moleküler Kardiyoloji","Genetik Kardiyomiyopati Mekanizmaları, Kalıtsal Kalp Hastalıklarında Genomik Analiz, Moleküler Düzeyde Kardiyak Risk Faktörleri",kardiyovasküler genetik genomik tıp moleküler kardiyoloji,genetik kardiyomiyopati mekanizmaları kalıtsal kalp hastalıklarında genomik analiz moleküler düzeyde kardiyak risk faktörleri,kardiyovasküler genetik genomik tıp moleküler kardiyoloji genetik kardiyomiyopati mekanizmaları kalıtsal kalp hastalıklarında genomik analiz moleküler düzeyde kardiyak risk faktörleri
168,Doç. Dr. Efe Tan,"Beyin Bilimleri, Nöroplastisite, Nöroteknoloji","Nöroplastisiteyi Arttıran Tedavi Yöntemleri, Beyin-Makine Arayüzleri, İleri Nöro-görüntüleme Tekniklerinin Uygulamaları",beyin bilimleri nöroplastisite nöroteknoloji,nöroplastisiteyi arttıran tedavi yöntemleri beyin makine arayüzleri i leri nöro görüntüleme tekniklerinin uygulamaları,beyin bilimleri nöroplastisite nöroteknoloji nöroplastisiteyi arttıran tedavi yöntemleri beyin makine arayüzleri i leri nöro görüntüleme tekniklerinin uygulamaları
169,Prof. Dr. Nermin Baş,"İmmünoloji, Kanser Aşıları, Tümör İmmünolojisi","Tümör Mikroçevresinde İmmün Yanıtlar, Kanser Aşılarında Yeni Nesil Adjuvanlar, İmmünoterapide Hücre Tabanlı Yaklaşımlar",i mmünoloji kanser aşıları tümör i mmünolojisi,tümör mikroçevresinde i mmün yanıtlar kanser aşılarında yeni nesil adjuvanlar i mmünoterapide hücre tabanlı yaklaşımlar,i mmünoloji kanser aşıları tümör i mmünolojisi tümör mikroçevresinde i mmün yanıtlar kanser aşılarında yeni nesil adjuvanlar i mmünoterapide hücre tabanlı yaklaşımlar
170,Doç. Dr. Kerem Yıldız,"Endokrin Onkoloji, Hormon Bağımlı Kanserler, Moleküler Endokrinoloji","Tiroid Kanserinde Moleküler Belirteçler, Endokrin Tümörlerde Hedefe Yönelik Tedaviler, Hipofiz Adenomlarında Genetik Profil",endokrin onkoloji hormon bağımlı kanserler moleküler endokrinoloji,tiroid kanserinde moleküler belirteçler endokrin tümörlerde hedefe yönelik tedaviler hipofiz adenomlarında genetik profil,endokrin onkoloji hormon bağımlı kanserler moleküler endokrinoloji tiroid kanserinde moleküler belirteçler endokrin tümörlerde hedefe yönelik tedaviler hipofiz adenomlarında genetik profil
171,Prof. Dr. Derya Kurtuluş,"Mitokondriyal Genetik, Metabolik Bozukluklar, Hücre Enerji Metabolizması","Mitokondri Hastalıklarında Genetik Tanı, Enerji Metabolizmasında Genetik Mutasyonlar, Nadir Metabolik Bozuklukların Tedavisi",mitokondriyal genetik metabolik bozukluklar hücre enerji metabolizması,mitokondri hastalıklarında genetik tanı enerji metabolizmasında genetik mutasyonlar nadir metabolik bozuklukların tedavisi,mitokondriyal genetik metabolik bozukluklar hücre enerji metabolizması mitokondri hastalıklarında genetik tanı enerji metabolizmasında genetik mutasyonlar nadir metabolik bozuklukların tedavisi
